name,link,author,rating,language,genre,chapters,words,reviews,favs,follows,updated,published,characters,complete
Gilded Green,https://www.fanfiction.net/s/7108225/1/Gilded-Green,CaelumBlue,T,English,Drama/Suspense,12,56182,125,208,85,9/14/2011,6/22/2011,"Lu Ten, Dai Li",True
Multiplication,https://www.fanfiction.net/s/6343668/1/Multiplication,Martinet Atom,T,English,Humor/Romance,1,1698,38,208,37,,9/22/2010,Sokka,True
I Do It For You,https://www.fanfiction.net/s/10992843/1/I-Do-It-For-You,KAGEJASPER,M,English,Romance/Angst,13,57609,103,208,235,6/7,1/23/2015,"[Azula, OC]",False
Avatar the Last Airbender: Fire and Ice,https://www.fanfiction.net/s/11083994/1/Avatar-the-Last-Airbender-Fire-and-Ice,NinjaGal183,T,English,Adventure/Romance,17,110728,76,207,277,7/1,3/1/2015,"Zuko, OC",False
Second Kind of Sight,https://www.fanfiction.net/s/5192205/1/Second-Kind-of-Sight,SpyralHax,K,English,Drama/Romance,10,29115,94,208,86,10/6/2009,7/5/2009,"[Zuko, Toph]",True
Legend of Kai,https://www.fanfiction.net/s/11272068/1/Legend-of-Kai,cleo0421,T,English,Adventure/Friendship,28,202704,136,208,227,3/5,5/25/2015,"Aang, Sokka, Katara, OC",False
Towards the Sun,https://www.fanfiction.net/s/13287350/1/Towards-the-Sun,MuffinLance,T,English,Family/Adventure,16,51419,442,208,277,7/5,5/15,Zuko,False
Fighting for You,https://www.fanfiction.net/s/6417940/1/Fighting-for-You,jennibare,M,English,Crime,13,49625,152,208,112,1/29/2012,10/22/2010,"Katara, Zuko",True
Drabbletar: The Fast Entrybender,https://www.fanfiction.net/s/2687635/1/Drabbletar-The-Fast-Entrybender,Vicki So,T,English,,51,32488,925,207,113,8/6/2010,12/3/2005,"Katara, Zuko",False
Ethereal,https://www.fanfiction.net/s/8020049/1/Ethereal,crystalline talisman,T,English,Romance/Fantasy,14,40016,104,208,104,6/13/2012,4/13/2012,"Katara, Zuko",True
Azula Trilogy Part 2: Path of Fire,https://www.fanfiction.net/s/5010226/1/Azula-Trilogy-Part-2-Path-of-Fire,MasterGhandalf,T,English,Adventure/Drama,23,69728,139,207,55,7/20/2009,4/21/2009,"Ty Lee, Azula",True
this burden you bear,https://www.fanfiction.net/s/12243109/1/this-burden-you-bear,cowlicklesschick,T,English,Angst/Romance,1,7570,26,208,37,,11/21/2016,"[Zuko, Katara]",True
Boiling Princess,https://www.fanfiction.net/s/6764437/1/Boiling-Princess,whitetigerwolf,T,English,,1,1623,39,207,75,,2/21/2011,"Katara, Azula",True
First Name Basis,https://www.fanfiction.net/s/4398381/1/First-Name-Basis,JoeMerl,K,English,Humor/Friendship,1,1307,51,207,19,,7/15/2008,"Aang, Sokka, Zuko, Toph",True
Something Worth Fighting For,https://www.fanfiction.net/s/9494557/1/Something-Worth-Fighting-For,PaganMommyofOne,M,English,Adventure/Romance,23,108219,82,207,241,7/26/2015,7/15/2013,"[Zuko, OC]",False
Dude Looks Like a Lady,https://www.fanfiction.net/s/3289457/1/Dude-Looks-Like-a-Lady,kigen,M,English,Romance/Humor,8,39791,183,207,176,3/5/2007,12/14/2006,"Sokka, Zuko",False
Glowing Rime,https://www.fanfiction.net/s/2857744/1/Glowing-Rime,Muffytaj,M,English,Romance/Humor,30,11929,411,206,52,6/23/2006,3/23/2006,"Zuko, Katara",True
Captive and Captor,https://www.fanfiction.net/s/3157433/1/Captive-and-Captor,theunknownvoice,M,English,Romance/Angst,1,1611,79,205,45,,9/17/2006,"Aang, Azula",True
The Avatar and The Vala,https://www.fanfiction.net/s/8187475/1/The-Avatar-and-The-Vala,Commandant Lupus Ignis,T,English,Adventure/Romance,38,171006,63,206,83,9/10/2015,6/5/2012,"Aang, OC",True
Not Much Had To Change,https://www.fanfiction.net/s/4456555/1/Not-Much-Had-To-Change,Lyralocke,K+,English,Romance,1,1414,59,206,21,,8/7/2008,"Aang, Katara",True
Acid,https://www.fanfiction.net/s/10994451/1/Acid,the savage barbie,M,English,Romance/Hurt/Comfort,1,4282,28,208,39,,1/24/2015,"[Azula, Zuko]",True
Book Four: Air,https://www.fanfiction.net/s/4658620/1/Book-Four-Air,aka Arashi,T,English,Adventure,8,79500,183,206,169,8/26/2010,11/16/2008,Sokka,False
Fire and Water Together As One : ATLA Series,https://www.fanfiction.net/s/7277089/1/Fire-and-Water-Together-As-One-ATLA-Series,shorty6636,M,English,Romance/Adventure,20,61591,39,208,86,7/14/2012,8/11/2011,"Azula, Katara",True
Waltz,https://www.fanfiction.net/s/5000333/1/Waltz,Coneasss,M,English,Adventure/Romance,6,34447,88,206,101,5/29/2011,4/17/2009,"Jet, Zuko",True
Airbender's Child: Other Perspectives,https://www.fanfiction.net/s/7295926/1/Airbender-s-Child-Other-Perspectives,SCWLC,T,English,,58,82224,348,206,195,3/3,8/17/2011,"Aang, Sokka, Zuko, Katara",True
Confessions Caused by Cactus Juice,https://www.fanfiction.net/s/5744463/1/Confessions-Caused-by-Cactus-Juice,Written Parody,K+,English,Romance/Humor,2,7749,70,206,28,2/15/2010,2/14/2010,"Zuko, Katara",True
Counterclockwise,https://www.fanfiction.net/s/13122944/1/Counterclockwise,the savage barbie,T,English,Romance/Angst,2,18011,46,206,253,12/17/2018,11/16/2018,"[Azula, Ty Lee]",False
Don't Trust Me,https://www.fanfiction.net/s/5410157/1/Don-t-Trust-Me,momothelemur,T,English,,19,72095,405,205,242,1/31/2011,9/29/2009,"Zuko, Katara",False
The Blue Rose,https://www.fanfiction.net/s/3157953/1/The-Blue-Rose,kellythegreat,M,English,Romance/Adventure,33,148031,216,206,67,5/22/2008,9/17/2006,"Zuko, Katara",True
A Kataang Thing,https://www.fanfiction.net/s/6028733/1/A-Kataang-Thing,Wrecker817,M,English,Romance,21,60709,314,205,97,6/14/2016,6/6/2010,"Aang, Katara",True
You're Beautiful,https://www.fanfiction.net/s/3192267/1/You-re-Beautiful,Xgamerkf,T,English,Drama/Romance,9,39255,213,205,182,3/31/2008,10/10/2006,"Katara, Toph",False
Over My Dignity,https://www.fanfiction.net/s/9526102/1/Over-My-Dignity,Swiss Army Knife,T,English,Adventure/Friendship,10,20737,67,205,58,8/17/2013,7/24/2013,"Sokka, Zuko, unknown 9",True
Lucky to Be Born,https://www.fanfiction.net/s/3096437/1/Lucky-to-Be-Born,Karalora,K+,English,Drama,1,9247,57,205,25,,8/9/2006,,True
Excerpts from the Diary of Princess Ursa,https://www.fanfiction.net/s/3246062/1/Excerpts-from-the-Diary-of-Princess-Ursa,Karalora,T,English,Family,105,77206,700,205,95,4/8/2008,11/15/2006,,True
The Last Prom King,https://www.fanfiction.net/s/8818635/1/The-Last-Prom-King,Pegelia Von Borrador,M,English,Drama/Romance,37,209959,557,204,176,2/5/2014,12/21/2012,"Aang, Katara",False
Skeleton Women,https://www.fanfiction.net/s/11385782/1/Skeleton-Women,xUnfastenedxFlannelx,T,English,Romance/Suspense,4,9761,83,204,288,3/3/2016,7/17/2015,"[Azula, Ty Lee] Mai, Lu Ten",False
Devastation,https://www.fanfiction.net/s/8195261/1/Devastation,Pollieanna,T,English,Hurt/Comfort/Romance,32,91391,491,204,175,7/26/2013,6/7/2012,"Aang, Katara",False
Avatar: The Fall of the Fire Empire,https://www.fanfiction.net/s/5071591/1/Avatar-The-Fall-of-the-Fire-Empire,MasterGhandalf,T,English,Adventure/Drama,60,164572,263,204,90,11/10/2010,5/18/2009,Azula,True
The Spirit's Beauty : A Fairy Tale of Sorts,https://www.fanfiction.net/s/7417116/1/The-Spirit-s-Beauty-A-Fairy-Tale-of-Sorts,NonsensicalLyrics,T,English,Romance/Fantasy,6,28659,93,203,78,7/4/2012,9/27/2011,"Katara, Zuko",True
Sokka Saves the Day!,https://www.fanfiction.net/s/6523410/1/Sokka-Saves-the-Day,SCWLC,K+,English,Humor/Romance,1,3575,52,204,31,,12/2/2010,Sokka,True
The Shadowbender: The Shadowbender Chronicles,https://www.fanfiction.net/s/8157187/1/The-Shadowbender-The-Shadowbender-Chronicles,Et Gemitus Mortis,T,English,Romance/Adventure,20,77239,90,205,133,9/16/2012,5/27/2012,"Toph, OC",True
Shadow of the Dragon King,https://www.fanfiction.net/s/6821006/1/Shadow-of-the-Dragon-King,Lunatique,T,English,Adventure/Drama,50,159810,222,203,128,3/10/2013,3/13/2011,"Zuko, Azula",True
The Fire Nation Ship,https://www.fanfiction.net/s/4902963/1/The-Fire-Nation-Ship,AvocadoLove,K,English,Family/Hurt/Comfort,1,1867,36,203,45,,3/4/2009,"Zuko, Hakoda",True
The Night Has Come To Hold Us Young,https://www.fanfiction.net/s/2886941/1/The-Night-Has-Come-To-Hold-Us-Young,Rashaka,T,English,Romance/Drama,10,3300,320,202,213,12/13/2010,4/11/2006,"Katara, Zuko",False
What Happens In Kyoshi,https://www.fanfiction.net/s/3369530/1/What-Happens-In-Kyoshi,BlackVelvetBand,T,English,Romance/Humor,8,23888,147,202,50,3/5/2007,1/30/2007,"Zuko, Katara",True
The Law of Attraction,https://www.fanfiction.net/s/4933248/1/The-Law-of-Attraction,freya kurenai,T,English,Romance,1,2502,39,202,33,,3/19/2009,"Zuko, Toph",True
She Was Good At That Or How Katara Became Fire La,https://www.fanfiction.net/s/6507466/1/She-Was-Good-At-That-Or-How-Katara-Became-Fire-La,SCWLC,K+,English,Humor/Romance,1,3343,30,202,38,,11/26/2010,"Zuko, Katara",True
Fortress,https://www.fanfiction.net/s/9656927/1/Fortress,SilverLining33,T,English,Adventure/Tragedy,19,115042,378,202,321,5/3/2018,9/3/2013,"[Katara, Zuko]",False
Inner Strength,https://www.fanfiction.net/s/8937154/1/Inner-Strength,Boredone32,T,English,Adventure/Friendship,15,71449,160,203,262,8/28/2013,1/23/2013,"Zuko, Katara, Suki",False
Time Traveling Monk,https://www.fanfiction.net/s/5452853/1/Time-Traveling-Monk,AvocadoLove,K,English,Hurt/Comfort/Drama,1,3671,37,202,40,,10/18/2009,"Aang, Katara",True
The Way It Was Meant to Be,https://www.fanfiction.net/s/4412757/1/The-Way-It-Was-Meant-to-Be,Lady of Romance,M,English,Romance/Drama,5,20954,105,202,40,7/31/2008,7/21/2008,"Zuko, Katara",True
Self-Discovery,https://www.fanfiction.net/s/10071386/1/Self-Discovery,Pearlynn,M,English,Romance/Angst,5,25091,53,202,78,2/20/2014,1/31/2014,"[Katara, Zuko]",True
The Warrior's Gambit,https://www.fanfiction.net/s/13055785/1/The-Warrior-s-Gambit,Frostfoot-Dreamleaf,T,English,Romance/Adventure,14,101258,291,202,337,6/13,9/3/2018,"[Zuko, Katara]",False
Keep Your Enemies Closer,https://www.fanfiction.net/s/4516518/1/Keep-Your-Enemies-Closer,Pandastriker,T,English,Romance/Adventure,28,85744,355,202,175,7/29/2010,9/3/2008,"Sokka, Azula",False
Blood Benders,https://www.fanfiction.net/s/6236492/1/Blood-Benders,Herana,T,English,Romance/Drama,61,94936,435,202,115,7/5/2011,8/13/2010,"Katara, Zuko",True
Through the Looking Glass,https://www.fanfiction.net/s/8651123/1/Through-the-Looking-Glass,chromeknickers,T,English,Romance,34,45845,511,202,131,10/2/2013,10/28/2012,"[Zuko, Katara]",True
The Jerk Still Had My Necklace,https://www.fanfiction.net/s/8385278/1/The-Jerk-Still-Had-My-Necklace,ferbs55,T,English,Romance/Drama,19,103050,218,201,287,1/30/2016,8/2/2012,"Zuko, Katara",False
"Her Ice, His Fire",https://www.fanfiction.net/s/13122240/1/Her-Ice-His-Fire,weirdwizardvampiregirl,M,English,Romance/Adventure,16,88993,102,201,320,3/3,11/15/2018,"Zuko, Katara",False
"Their weakness, The Princess's harem",https://www.fanfiction.net/s/6122039/1/Their-weakness-The-Princess-s-harem,who1roman4,M,English,Romance/Drama,10,37137,75,201,178,9/1/2010,7/8/2010,"Azula, Ty Lee",False
"It Started With A Kiss, It Ended With A Kiss",https://www.fanfiction.net/s/6025453/1/It-Started-With-A-Kiss-It-Ended-With-A-Kiss,MizJoely,T,English,Romance/Angst,24,70712,169,200,173,10/10/2012,6/4/2010,"[Katara, Zuko] Aang, Mai",True
Falling to Pieces,https://www.fanfiction.net/s/11279909/1/Falling-to-Pieces,Ana-DaughterofHades,T,English,Adventure/Romance,30,79942,276,201,286,12/1/2017,5/29/2015,"Zuko, Katara",False
The Reason,https://www.fanfiction.net/s/8874911/1/The-Reason,Seyary-Minamoto,T,English,Romance/Hurt/Comfort,18,97865,155,200,95,1/29/2013,1/4/2013,"[Sokka, Azula]",True
Of Love and War,https://www.fanfiction.net/s/2623611/1/Of-Love-and-War,Patience Halliwell,T,English,Romance/Adventure,21,40730,387,200,79,5/24/2006,10/17/2005,"Katara, Zuko",True
White Jasmine,https://www.fanfiction.net/s/12630616/1/White-Jasmine,Storywriter8897,T,English,Adventure/Family,65,100224,377,199,196,10/1/2018,8/27/2017,"Zuko, Iroh, OC",True
Point Taken,https://www.fanfiction.net/s/2862347/1/Point-Taken,Rebirth of the Phoenix,T,English,Romance/Humor,1,1231,80,201,27,,3/27/2006,"Katara, Zuko",True
Horrible Times,https://www.fanfiction.net/s/5369146/1/Horrible-Times,wilkins75,T,English,Romance,30,70109,250,200,94,1/7/2010,9/11/2009,"Zuko, Katara",True
Coffee Shop,https://www.fanfiction.net/s/8518645/1/Coffee-Shop,VickyVicarious,T,English,Romance/Humor,1,7212,19,200,19,,9/11/2012,"Jet, Zuko",True
The Road Less Travelled,https://www.fanfiction.net/s/3442714/1/The-Road-Less-Travelled,Nandireya,T,English,Adventure,19,97409,205,199,140,12/22/2007,3/16/2007,Zuko,False
"Wild, Wild Love",https://www.fanfiction.net/s/10398183/1/Wild-Wild-Love,kangaroo2010,T,English,Romance/Friendship,63,206465,206,200,142,7/19/2014,6/1/2014,"Sokka, Zuko, Iroh, Katara",True
Caprice,https://www.fanfiction.net/s/9687857/1/Caprice,ElectraSev5n,T,English,Adventure/Supernatural,10,107984,73,199,225,12/29/2013,9/15/2013,"Sokka, Zuko, Katara, Suki",False
What Fortune Lent,https://www.fanfiction.net/s/11394980/1/What-Fortune-Lent,lewilder,T,English,Romance/Drama,8,73213,79,199,167,2/21/2017,7/21/2015,"[Katara, Zuko]",True
The White Silk Handbag,https://www.fanfiction.net/s/3182261/1/The-White-Silk-Handbag,Legacy of the Avatar,T,English,Romance/Drama,19,30487,400,199,106,12/13/2006,10/3/2006,"Katara, Zuko",True
Life is an Adventure,https://www.fanfiction.net/s/7516771/1/Life-is-an-Adventure,Melissa1205,T,English,Romance/Adventure,52,202662,514,198,214,6/9/2014,11/2/2011,"Katara, Zuko",False
Ah Romance!,https://www.fanfiction.net/s/3361025/1/Ah-Romance,Amira Elizabeth,T,English,Romance,20,9568,267,198,95,2/5/2011,1/25/2007,"Aang, Katara",False
The Cruelest Month,https://www.fanfiction.net/s/6166869/1/The-Cruelest-Month,Min Daae,K+,English,Hurt/Comfort/Family,1,1293,20,198,29,,7/22/2010,"Iroh, Zuko",True
Warmth,https://www.fanfiction.net/s/4404369/1/Warmth,Snickety Lemon,M,English,Romance/Drama,14,19132,61,198,61,12/24/2008,7/18/2008,"Aang, Zuko",True
A dragon that loves the cold,https://www.fanfiction.net/s/11994155/1/A-dragon-that-loves-the-cold,paxbanana,M,English,Romance,8,53171,58,198,128,10/7/2016,6/11/2016,"[Katara, Azula]",True
Shot of Faith,https://www.fanfiction.net/s/6266099/1/Shot-of-Faith,greeneyedgirl105,T,English,Adventure/Romance,82,126926,441,197,89,12/10/2010,8/23/2010,Zuko,True
A Night with the Prince,https://www.fanfiction.net/s/5111099/1/A-Night-with-the-Prince,Snickety Lemon,M,English,Romance/Hurt/Comfort,1,2768,37,197,53,,6/4/2009,"Aang, Zuko",True
"Well, This is Odd",https://www.fanfiction.net/s/9072892/1/Well-This-is-Odd,Like A Dove,M,English,Romance/Humor,2,3102,166,197,329,6/17/2013,3/5/2013,"Katara, Zuko",False
Politics,https://www.fanfiction.net/s/5053999/1/Politics,Booksong,K,English,Humor,1,1294,37,197,26,,5/10/2009,"Zuko, Mai",True
As If Death Itself Was Undone,https://www.fanfiction.net/s/8280230/1/As-If-Death-Itself-Was-Undone,archiveidiotjello,T,English,Angst/Romance,1,1963,58,198,42,,7/2/2012,"Katara, Zuko",True
The Madness of dawn,https://www.fanfiction.net/s/5530042/1/The-Madness-of-dawn,Stingmon,T,English,Tragedy/Suspense,1,14047,46,197,29,,11/23/2009,"Jet, Zuko",True
The Chase,https://www.fanfiction.net/s/7087737/1/The-Chase,Em Dixon,M,English,Adventure/Drama,19,56277,151,197,90,8/29/2011,6/16/2011,"Katara, Zuko",True
Our Mothers' Names,https://www.fanfiction.net/s/5644931/1/Our-Mothers-Names,The Crushinator,K+,English,Adventure/Hurt/Comfort,1,10857,27,197,15,,1/6/2010,"Katara, Zuko",True
By Tempests Never Shaken,https://www.fanfiction.net/s/5010717/1/By-Tempests-Never-Shaken,Casa Circe,K+,English,Drama/Adventure,22,65786,343,197,79,9/9/2009,4/21/2009,"Zuko, Katara",True
Second in Line,https://www.fanfiction.net/s/5786679/1/Second-in-Line,Silver pup,K+,English,Drama,1,1045,30,198,28,,3/2/2010,"Zuko, Ozai",True
In the Middle of the Night,https://www.fanfiction.net/s/8409474/1/In-the-Middle-of-the-Night,DJNS,M,English,Romance/Humor,1,3689,27,196,23,,8/8/2012,"Aang, Katara",True
Zutarian's Paradise,https://www.fanfiction.net/s/3475849/1/Zutarian-s-Paradise,ohsoxalive,T,English,Romance,100,58157,912,196,58,6/23/2007,4/4/2007,"Zuko, Katara",True
Zuko: Crown Prince Chronicles,https://www.fanfiction.net/s/6757770/1/Zuko-Crown-Prince-Chronicles,FairladyZ2005,K+,English,,38,69971,292,196,150,1/14/2013,2/19/2011,Zuko,False
Guide Me Home,https://www.fanfiction.net/s/2991729/1/Guide-Me-Home,Rashaka,K+,English,Romance/Supernatural,1,1185,95,196,104,,6/15/2006,"Katara, Zuko",False
The Last Airbenders (Book One: Turmoil),https://www.fanfiction.net/s/10810455/1/The-Last-Airbenders-Book-One-Turmoil,BatTitan,T,English,Romance/Adventure,12,36179,36,196,197,11/5/2017,11/7/2014,"Aang, Zuko, OC",True
Rough Seas,https://www.fanfiction.net/s/4329463/1/Rough-Seas,dutchesscourtney,T,English,Adventure/Romance,32,84312,384,196,108,3/3/2009,6/17/2008,"Zuko, Katara",True
The Princess and The Avatar,https://www.fanfiction.net/s/8446995/1/The-Princess-and-The-Avatar,LavenderHillLove,M,English,Romance/Friendship,21,49058,82,195,166,5/14/2013,8/19/2012,"Aang, Azula",False
Ice Flows Through,https://www.fanfiction.net/s/6501880/1/Ice-Flows-Through,attackfishscales,T,English,Family/Angst,3,28003,40,195,155,,11/24/2010,"Zuko, Lu Ten",True
