name,link,author,rating,language,genre,chapters,words,reviews,favs,follows,updated,published,characters,complete
And Other Fairly Stupid Tales,https://www.fanfiction.net/s/8753526/1/And-Other-Fairly-Stupid-Tales,Advocaat,T,English,Humor/Romance,15,23275,344,270,225,1/15/2013,12/1/2012,"Katara, Zuko",False
The Element of Freedom,https://www.fanfiction.net/s/8349941/1/The-Element-of-Freedom,Ocky-chan,T,English,Adventure/Romance,15,107170,95,270,130,1/18/2013,7/23/2012,"Zuko, OC",True
Lessons,https://www.fanfiction.net/s/5618799/1/Lessons,jennibare,M,English,Romance,1,4000,49,269,35,,12/28/2009,"Katara, Zuko",True
Snow,https://www.fanfiction.net/s/8817470/1/Snow,Last of the Loneliness,M,English,Family/Angst,68,302285,521,269,299,6/5/2016,12/21/2012,Azula,False
Bones,https://www.fanfiction.net/s/10276148/1/Bones,sadladybug,M,English,Romance,1,6245,30,269,40,,4/16/2014,"[Katara, Zuko]",True
Fate Deferred,https://www.fanfiction.net/s/12957791/1/Fate-Deferred,catie-writes-things,T,English,Drama/Family,27,200750,111,269,353,6/27,6/3/2018,"[Zuko, Katara] Aang",False
Water and Fire Don't Mix,https://www.fanfiction.net/s/5097541/1/Water-and-Fire-Don-t-Mix,twilightprincess219,T,English,Romance/Adventure,33,51934,200,268,79,10/4/2009,5/29/2009,Zuko,True
The Scars of the Past (Still Burn Today),https://www.fanfiction.net/s/13060255/1/The-Scars-of-the-Past-Still-Burn-Today,Sealure,T,English,Angst/Hurt/Comfort,1,6200,53,268,67,,9/8/2018,"Zuko, Hakoda, Chit Sang",True
Everyone Knows That Cooties Don't Exist,https://www.fanfiction.net/s/2616875/1/Everyone-Knows-That-Cooties-Don-t-Exist,Rashaka,K+,English,Humor/Parody,4,588,156,267,60,,10/13/2005,"Zuko, Katara",False
Outcast,https://www.fanfiction.net/s/7306303/1/Outcast,ShayNiccals,T,English,Romance/Drama,31,37861,75,267,149,7/8/2012,8/20/2011,"Zuko, OC",True
Fever,https://www.fanfiction.net/s/6954643/1/Fever,Written Parody,K+,English,,1,6441,40,267,46,,5/1/2011,"Zuko, Katara",True
The Gift,https://www.fanfiction.net/s/2675769/1/The-Gift,Vicki So,T,English,Humor/Drama,6,16178,222,267,86,5/13/2006,11/25/2005,"Zuko, Katara",True
No Such Thing as Stability,https://www.fanfiction.net/s/5389033/1/No-Such-Thing-as-Stability,LindenMae,M,English,Romance/Adventure,20,72872,175,267,88,4/12/2010,9/20/2009,"Zuko, Sokka",True
we seek what we already have,https://www.fanfiction.net/s/11698042/1/we-seek-what-we-already-have,RollerYogaDisco,T,English,Friendship/Romance,20,7383,161,267,370,6/18,12/28/2015,"[Azula, Ty Lee]",False
Galvanize,https://www.fanfiction.net/s/11265372/1/Galvanize,The Jingo,M,English,Drama/Romance,4,14992,118,266,331,6/16/2015,5/22/2015,"[Azula, Zuko]",False
Red Son Rising,https://www.fanfiction.net/s/5756580/1/Red-Son-Rising,Silver pup,K+,English,Drama/Tragedy,1,654,53,267,45,,2/17/2010,"Ozai, Zuko",True
The Liar's Kiss,https://www.fanfiction.net/s/11552522/1/The-Liar-s-Kiss,SaberMay,M,English,Romance/Suspense,23,182897,798,266,413,3/10/2018,10/10/2015,"Zuko, Katara",False
Maya - An Avatar: The Last Airbender FanFiction,https://www.fanfiction.net/s/9589556/1/Maya-An-Avatar-The-Last-Airbender-FanFiction,Fira Wolf-Hunter,M,English,Adventure/Romance,50,45184,57,266,150,10/9/2013,8/12/2013,"[Zuko, OC]",True
Come With Me,https://www.fanfiction.net/s/3898827/1/Come-With-Me,Steamboat Ghost,T,English,Adventure/Romance,7,26631,125,266,75,3/9/2008,11/18/2007,"Zuko, Katara",True
Book 4: Air,https://www.fanfiction.net/s/6148441/1/Book-4-Air,JasmineDragon22,M,English,Romance/Drama,41,188320,284,265,205,12/24/2011,7/16/2010,"Aang, Katara",False
Surprises,https://www.fanfiction.net/s/5027658/1/Surprises,DJNS,T,English,Romance/Drama,1,8075,70,265,25,,4/29/2009,"Aang, Katara",True
"I'll Follow You Home, A Zutara Story",https://www.fanfiction.net/s/4375406/1/I-ll-Follow-You-Home-A-Zutara-Story,Meeoko,T,English,Romance/Angst,27,201803,598,265,103,11/28/2008,7/6/2008,"Zuko, Katara",True
Sun and Moon,https://www.fanfiction.net/s/8002923/1/Sun-and-Moon,Boogum,T,English,Romance/Friendship,37,48553,472,265,254,6/23,4/8/2012,"[Zuko, Katara]",True
Stale Tea,https://www.fanfiction.net/s/11113017/1/Stale-Tea,Streetlight Eyes,T,English,Romance/Fantasy,3,14058,113,264,343,8/18/2015,3/14/2015,"[Azula, Ty Lee] [Mai, Jun]",False
You're Still Just a Kid!,https://www.fanfiction.net/s/8234699/1/You-re-Still-Just-a-Kid,someslantoflight,T,English,Romance,4,9495,345,264,280,9/23/2018,6/19/2012,"Aang, Sokka, Katara",False
Marry Me Katara,https://www.fanfiction.net/s/10535313/1/Marry-Me-Katara,dickard23,T,English,Romance/Humor,10,44997,49,264,111,8/11/2014,7/14/2014,"[Katara, Azula]",True
The Avatar Makes Three,https://www.fanfiction.net/s/13122980/1/The-Avatar-Makes-Three,AvocadoLove,K+,English,Adventure/Humor,9,38538,203,264,328,6/3,11/16/2018,,False
"Bottlecaps, Nail Polish, and Photographs",https://www.fanfiction.net/s/6225182/1/Bottlecaps-Nail-Polish-and-Photographs,DJRabidPunk,M,English,Humor/Romance,1,7356,65,263,20,,8/10/2010,"Zuko, Aang",True
Surmount,https://www.fanfiction.net/s/4576454/1/Surmount,ignorethisaccount123,T,English,Angst/Romance,1,8397,41,263,40,10/22/2008,10/4/2008,"Zuko, Katara",True
Preternatural,https://www.fanfiction.net/s/3159094/1/Preternatural,Juxtaposie,T,English,Humor/Romance,1,4988,84,263,29,,9/18/2006,"Sokka, Toph",True
Wooing Zuko,https://www.fanfiction.net/s/9921255/1/Wooing-Zuko,Advocaat,T,English,Humor/Romance,1,8956,48,263,50,,12/12/2013,"[Katara, Zuko]",True
Ye Chang Meng Duo,https://www.fanfiction.net/s/3334086/1/Ye-Chang-Meng-Duo,Shinji Shazaki,T,English,Drama/Romance,10,48632,153,262,72,6/20/2007,1/10/2007,"Katara, Toph",True
Princess for a Day,https://www.fanfiction.net/s/4588212/1/Princess-for-a-Day,Scuttlebutt Inc,T,English,Humor/Romance,5,21647,107,262,75,12/1/2013,10/11/2008,"Zuko, Sokka",True
Mask of the Gamer,https://www.fanfiction.net/s/12815121/1/Mask-of-the-Gamer,MiyazakiFan18,T,English,Romance/Humor,6,21384,66,262,366,6/10,1/26/2018,"[Zuko, Jin, Ty Lee, Mai]",False
Scars That Do Not Heal,https://www.fanfiction.net/s/6694635/1/Scars-That-Do-Not-Heal,XrhiaX,T,English,Angst/Hurt/Comfort,1,2795,43,262,52,,1/28/2011,Zuko,True
Through Lifetimes,https://www.fanfiction.net/s/12216105/1/Through-Lifetimes,Cry-Pom,T,English,Friendship/Mystery,2,44715,33,262,96,,11/1/2016,"Aang, Zuko, Kuzon",True
Clash of Ninja,https://www.fanfiction.net/s/3095614/1/Clash-of-Ninja,The white dragon rider,T,English,Adventure/Humor,9,101250,417,260,239,4/19/2007,8/9/2006,,False
Afterglow,https://www.fanfiction.net/s/2978919/1/Afterglow,Kaytoko,T,English,Romance/Drama,21,68104,506,260,306,11/17/2011,6/7/2006,"Zuko, Katara",False
The Worst Prisoner: The illusion of separation (Book 2),https://www.fanfiction.net/s/13079509/1/The-Worst-Prisoner-The-illusion-of-separation-Book-2,emletish,T,English,,18,137295,302,260,302,5/19,9/30/2018,"Aang, Sokka, Zuko, Katara",True
Only One word,https://www.fanfiction.net/s/4681074/1/Only-One-word,Arielen,K+,English,Friendship/Drama,1,1462,30,260,51,,11/27/2008,"Zuko, Hakoda",True
Miscalculation:  An Avatar the Last Airbender AU,https://www.fanfiction.net/s/6983602/1/Miscalculation-An-Avatar-the-Last-Airbender-AU,Alabaster86,T,English,Adventure/Romance,53,270279,675,260,132,2/29/2012,5/11/2011,"Zuko, Mai",True
Truth or Dare?,https://www.fanfiction.net/s/8233343/1/Truth-or-Dare,GummiPolacca,M,English,Romance/Humor,1,5261,38,260,65,,6/19/2012,"Aang, Zuko",True
Don't Stand So Close to Me,https://www.fanfiction.net/s/6466689/1/Don-t-Stand-So-Close-to-Me,cinemascope08,M,English,Drama/Romance,26,76560,321,259,327,12/22/2013,11/10/2010,"[Katara, Zuko]",False
The Color of Your Dreams,https://www.fanfiction.net/s/11468870/1/The-Color-of-Your-Dreams,KawaiiEyeliner,M,English,Romance/Angst,5,14836,121,259,357,12/1/2016,8/24/2015,"[Azula, Suki, Ty Lee]",False
That Red is not The Color of Death,https://www.fanfiction.net/s/4412925/1/That-Red-is-not-The-Color-of-Death,sparky-poo,T,English,Family/Angst,1,1083,44,259,35,,7/21/2008,"Zuko, Azula",True
Toxic Aphrodisiac,https://www.fanfiction.net/s/6392153/1/Toxic-Aphrodisiac,orsa-verba,T,English,Romance/Drama,16,58608,187,259,249,12/25/2012,10/11/2010,"Aang, Zuko",False
Not You,https://www.fanfiction.net/s/5225041/1/Not-You,Ultra-Geek,T,English,Angst/Friendship,1,3547,42,259,28,,7/17/2009,"Zuko, Sokka",True
No Turning Back Now,https://www.fanfiction.net/s/6268452/1/No-Turning-Back-Now,Boredone32,T,English,Adventure/Romance,27,88352,238,258,150,11/13/2011,8/24/2010,"Zuko, Katara",True
The Avatar's Love,https://www.fanfiction.net/s/6887925/1/The-Avatar-s-Love,RainAndRoses,T,English,Drama/Suspense,49,459931,626,257,271,11/9/2014,4/8/2011,"Katara, Aang",False
Long Long Time Ago,https://www.fanfiction.net/s/3203743/1/Long-Long-Time-Ago,Lisse,K+,English,Angst/Drama,1,2455,43,258,27,,10/17/2006,"Aang, Haru",True
First Firebender,https://www.fanfiction.net/s/9561063/1/First-Firebender,Babyuknowme13,T,English,Adventure/Spiritual,9,42668,65,259,266,1/7/2014,8/3/2013,"Sokka, Katara, Kya",False
Once Upon a Time,https://www.fanfiction.net/s/9107612/1/Once-Upon-a-Time,D.T. Mars,T,English,Romance/Humor,19,59898,330,257,130,7/30/2013,3/16/2013,"Aang, Toph",True
Kyoshi Hold 'Em,https://www.fanfiction.net/s/5942081/1/Kyoshi-Hold-Em,cupid-painted-blind,M,English,Humor,10,35495,103,259,60,6/22/2010,5/2/2010,,True
Avatar: Finding Yourself,https://www.fanfiction.net/s/11708231/1/Avatar-Finding-Yourself,Lord Winterman,T,English,Adventure,62,165991,238,257,316,4/25,1/1/2016,"Aang, Zuko, Iroh, Toph",True
Hope Found,https://www.fanfiction.net/s/12488552/1/Hope-Found,Alexx-is-H3re,T,English,Hurt/Comfort/Family,18,27576,247,257,360,7/4,5/14/2017,"Zuko, Katara, Hakoda",False
Just Some Water Tribe Ingenuity,https://www.fanfiction.net/s/4384614/1/Just-Some-Water-Tribe-Ingenuity,Casa Circe,K+,English,Romance/Humor,5,16838,145,257,106,2/14/2009,7/10/2008,"Katara, Zuko",True
The Other Waterbender From The Southern Tribe,https://www.fanfiction.net/s/8003339/1/The-Other-Waterbender-From-The-Southern-Tribe,misguidedghost77,T,English,Romance/Adventure,26,162072,141,257,235,6/10/2012,4/8/2012,"[Zuko, OC]",False
Chronic,https://www.fanfiction.net/s/8325787/1/Chronic,breeeliss,M,English,Romance/Drama,8,73767,177,256,343,6/24/2015,7/16/2012,"[Aang, Toph]",False
Pretty boy,https://www.fanfiction.net/s/4024191/1/Pretty-boy,Abandonedsrry,K+,English,Humor/Romance,1,805,63,256,54,,1/20/2008,"Zuko, Sokka",True
Scary Stories and Pranks,https://www.fanfiction.net/s/5721386/1/Scary-Stories-and-Pranks,alwaysZutarian,T,English,Romance/Humor,1,7868,93,256,33,,2/5/2010,"[Zuko, Katara]",True
Sexual Dimorphism,https://www.fanfiction.net/s/4400820/1/Sexual-Dimorphism,Juxtaposie,T,English,Romance/Humor,1,5986,78,256,26,,7/16/2008,"Sokka, Suki",True
Spilled in Beside Her,https://www.fanfiction.net/s/3819434/1/Spilled-in-Beside-Her,glamaphonic,T,English,Humor/Romance,1,4658,55,255,29,,10/4/2007,"Mai, Zuko",True
Foxfire,https://www.fanfiction.net/s/12637593/1/Foxfire,Rahar Moonfire,M,English,Hurt/Comfort/Supernatural,78,266985,622,254,260,6/22,9/1/2017,"[Zuko, Jet] Iroh, Ying",False
Stop and Lock,https://www.fanfiction.net/s/5817565/1/Stop-and-Lock,OnexLostxSoul,M,English,Friendship/Romance,1,20891,42,254,26,,3/15/2010,"Jet, Zuko",True
A Midnight Marathon,https://www.fanfiction.net/s/8766230/1/A-Midnight-Marathon,fictitiousburn,M,English,Romance,31,31379,173,253,123,1/1/2013,12/4/2012,"Zuko, Katara",True
"Four Seasons, One Love",https://www.fanfiction.net/s/11733373/1/Four-Seasons-One-Love,Luna de Rivera,T,English,Romance/Adventure,1,8075,99,255,378,,1/14/2016,"[Zuko, OC]",False
A spoonful of sugar,https://www.fanfiction.net/s/8470719/1/A-spoonful-of-sugar,emletish,K+,English,Humor/Family,21,18595,321,252,215,8/22/2013,8/27/2012,"Toph, Ursa",False
Avatar in Training,https://www.fanfiction.net/s/3011774/1/Avatar-in-Training,Liselle129,T,English,Romance/Humor,15,37979,208,253,76,9/13/2006,6/27/2006,"Aang, Katara",True
When Love Comes Softly,https://www.fanfiction.net/s/3021163/1/When-Love-Comes-Softly,Watcher of the Hearts,T,English,Romance/Drama,40,62478,346,252,160,12/15/2011,7/1/2006,"Katara, Zuko",True
Strange Terrain,https://www.fanfiction.net/s/8040208/1/Strange-Terrain,SimplyxEmma,T,English,Adventure/Romance,16,39578,143,252,148,6/8/2012,4/19/2012,"Zuko, Katara",True
Where the Sun Meets the Ocean,https://www.fanfiction.net/s/3557443/1/Where-the-Sun-Meets-the-Ocean,Lavender Leo,T,English,Romance,28,95066,300,251,273,10/15/2010,5/25/2007,"Katara, Zuko",False
To The Thunder,https://www.fanfiction.net/s/10509965/1/To-The-Thunder,Menamebephil,T,English,Romance/Drama,12,27977,154,251,312,5/7/2015,7/5/2014,"Azula, Sokka, Zuko, Mai",False
Zuko: The Traitor's Story,https://www.fanfiction.net/s/6551546/1/Zuko-The-Traitor-s-Story,Thomson,K+,English,Friendship/Hurt/Comfort,1,1583,37,251,56,,12/12/2010,Zuko,True
Dreambending,https://www.fanfiction.net/s/6170893/1/Dreambending,corialanus,M,English,Romance/Adventure,20,49698,135,251,104,9/27/2010,7/23/2010,"Azula, Aang",True
Where the Red Lotus Grows,https://www.fanfiction.net/s/2843626/1/Where-the-Red-Lotus-Grows,starvoidangel,M,English,Adventure/Romance,13,39736,276,250,263,10/14/2006,3/13/2006,"Zuko, Sokka",False
Forever and For Always,https://www.fanfiction.net/s/6608111/1/Forever-and-For-Always,Cassidy Alice,T,English,Romance,100,246281,499,250,108,11/11/2012,12/30/2010,"Katara, Aang",True
Dai Li's Account: Code Blue,https://www.fanfiction.net/s/10619357/1/Dai-Li-s-Account-Code-Blue,Goldenbrook15,K,English,,4,10667,47,250,93,8/6/2015,8/14/2014,"Zuko, Dai Li",True
such selfish prayers,https://www.fanfiction.net/s/12155055/1/such-selfish-prayers,cupid-painted-blind,T,English,Drama/Romance,4,50236,83,250,77,11/13/2016,9/18/2016,,True
Desire Breeds Desire,https://www.fanfiction.net/s/6131754/1/Desire-Breeds-Desire,Rast,M,English,Romance,1,5620,59,251,27,,7/11/2010,"Aang, Katara",True
Hooked,https://www.fanfiction.net/s/6501104/1/Hooked,TGP,M,English,Angst/Romance,8,35272,36,249,41,,11/24/2010,"Jet, Zuko",True
Dreams,https://www.fanfiction.net/s/7742597/1/Dreams,Amaya X Kyuri X Asuni,T,English,Romance/Adventure,15,84784,97,249,120,9/6/2012,1/15/2012,"Zuko, Katara",True
Redemption,https://www.fanfiction.net/s/3079399/1/Redemption,Legacy of the Avatar,T,English,Romance/Drama,31,52415,528,249,94,10/1/2006,8/1/2006,"Zuko, Katara",True
Looking Up From Underneath,https://www.fanfiction.net/s/8057537/1/Looking-Up-From-Underneath,Like A Dove,K+,English,Romance/Drama,1,2786,70,249,22,,4/25/2012,"Katara, Zuko",True
Mistakes of the Past,https://www.fanfiction.net/s/4203078/1/Mistakes-of-the-Past,Sayle,T,English,Spiritual,9,27240,165,249,281,5/13/2008,4/17/2008,Zuko,False
I and Love and You,https://www.fanfiction.net/s/7678215/1/I-and-Love-and-You,Like A Dove,K,English,Romance/Drama,1,2823,36,249,38,,12/27/2011,"Katara, Zuko",True
Kyoshi Rising,https://www.fanfiction.net/s/10004308/1/Kyoshi-Rising,iowaforever,T,English,Adventure,51,259990,333,248,271,2/21/2018,1/7/2014,"Kyoshi, Chin, OC",False
Chasing the Dragon,https://www.fanfiction.net/s/8497281/1/Chasing-the-Dragon,Kyrie Vali,T,English,Romance,13,69732,180,248,337,8/18/2017,9/4/2012,"Azula, Ty Lee",False
Don't Say a Word,https://www.fanfiction.net/s/4328447/1/Don-t-Say-a-Word,Coley Merrin,T,English,Romance/Mystery,11,25804,179,248,86,7/12/2008,6/16/2008,"Zuko, Katara",True
I Never,https://www.fanfiction.net/s/4342671/1/I-Never,Sandra Evans,T,English,Friendship/Hurt/Comfort,1,1316,65,249,33,,6/22/2008,,True
Dominion,https://www.fanfiction.net/s/6383825/1/Dominion,Aurelia le,M,English,Family/Tragedy,27,369343,509,247,306,12/28/2018,10/8/2010,"Zuko, Azula",False
Mai's Ramblings,https://www.fanfiction.net/s/4616817/1/Mai-s-Ramblings,Loopy777,T,English,Humor/Romance,59,69082,308,246,60,10/3/2009,10/25/2008,Mai,True
The Business Trip,https://www.fanfiction.net/s/8445096/1/The-Business-Trip,akiko-dono,M,English,Romance/Humor,1,3072,27,247,47,,8/19/2012,"Zuko, Katara",True
The One I Love,https://www.fanfiction.net/s/2753691/1/The-One-I-Love,Jordancatgirl7,T,English,Romance/Drama,50,195575,963,246,127,7/19/2007,1/15/2006,"Zuko, Katara",True
The Gilded Cage,https://www.fanfiction.net/s/11605797/1/The-Gilded-Cage,JiggleWigs,M,English,Romance/Angst,11,41233,131,245,153,1/6/2016,11/8/2015,"[Zuko, Katara] Aang, Toph",True
Together Again,https://www.fanfiction.net/s/10634241/1/Together-Again,KatAang32,M,English,Romance/Humor,142,315558,456,246,231,3/7/2016,8/20/2014,"[Aang, Katara]",False
Creative Diversion,https://www.fanfiction.net/s/3232493/1/Creative-Diversion,Masako Moonshade,K+,English,Humor,2,2412,103,246,65,12/8/2007,11/6/2006,"Zuko, Katara",True
Mother and Child Reunion,https://www.fanfiction.net/s/6589705/1/Mother-and-Child-Reunion,AzarDarkstar,K+,English,Drama/Family,1,924,23,245,34,,12/25/2010,"Zuko, Iroh",True
My Slave Boy,https://www.fanfiction.net/s/10487538/1/My-Slave-Boy,dickard23,M,English,Romance/Drama,39,79697,197,245,231,7/4/2015,6/26/2014,"[Azula, Sokka]",False
Because They Ran,https://www.fanfiction.net/s/6050267/1/Because-They-Ran,Ergo-Awesome,K+,English,Adventure/Tragedy,1,4453,30,246,62,,6/13/2010,Zuko,True
Sucker Love,https://www.fanfiction.net/s/4405682/1/Sucker-Love,Nikkel,T,English,Romance/Friendship,39,51195,303,245,199,1/24,7/18/2008,"Ty Lee, Azula",False
Benders in the Family,https://www.fanfiction.net/s/10055899/1/Benders-in-the-Family,P.A.W.07,T,English,Angst/Suspense,1,1163,65,245,107,,1/26/2014,Sokka,True
Reclaiming Honor,https://www.fanfiction.net/s/2375398/1/Reclaiming-Honor,Crystalline Maxwell,T,English,Romance/Drama,7,35370,253,245,264,11/30/2007,5/1/2005,"Zuko, Aang",False
Puberty,https://www.fanfiction.net/s/7155195/1/Puberty,Light-Eco-Sage,M,English,Romance/Humor,5,7494,63,244,48,,7/7/2011,"[Aang, Katara] unknown 9",True
A Little Firebending,https://www.fanfiction.net/s/8347076/1/A-Little-Firebending,zukoshotpants,K,English,Romance,1,2153,36,245,30,,7/22/2012,"Zuko, Katara",True
Volcano,https://www.fanfiction.net/s/2722958/1/Volcano,CultOfStrawberry,T,English,Romance/Angst,1,391,255,244,98,3/29,12/27/2005,"Zuko, Katara",True
feel,https://www.fanfiction.net/s/8376024/1/feel,songs,T,English,Romance,1,1940,71,244,18,,7/30/2012,"[Zuko, Katara]",True
Fire Lady Ursa: Ruler of the Fire Nation,https://www.fanfiction.net/s/3429358/1/Fire-Lady-Ursa-Ruler-of-the-Fire-Nation,TurtleBaby43,M,English,Romance/Drama,32,38781,378,243,77,9/15/2007,3/7/2007,"Zuko, Katara",True
To Be the Balance,https://www.fanfiction.net/s/6504556/1/To-Be-the-Balance,xxvisuallkeii,T,English,Adventure/Romance,25,70798,184,243,210,5/22/2013,11/25/2010,Zuko,False
From the Ashes,https://www.fanfiction.net/s/12363788/1/From-the-Ashes,SNOffourier,K+,English,Adventure/Romance,38,137027,141,241,300,4/16/2018,2/13/2017,"Aang, Zuko, Katara, OC",False
Lava,https://www.fanfiction.net/s/3957743/1/Lava,Liooness,T,English,Friendship/Adventure,14,35371,266,242,99,1/19/2008,12/20/2007,"Zuko, Toph",True
Future Echoes,https://www.fanfiction.net/s/8753469/1/Future-Echoes,DJNS,T,English,Adventure,37,154320,504,242,104,1/18/2013,12/1/2012,"Aang, Katara",True
Hands And Knees,https://www.fanfiction.net/s/6346136/1/Hands-And-Knees,gigerisgod,M,English,Angst,1,10733,28,242,37,,9/23/2010,"Zuko, Toph",True
Mai,https://www.fanfiction.net/s/5027391/1/Mai,Alabaster86,T,English,Romance,22,95458,257,240,79,10/2/2009,4/29/2009,"Mai, Zuko",True
Merging Pathways,https://www.fanfiction.net/s/11438286/1/Merging-Pathways,Eternity sword,T,English,Romance/Adventure,18,103396,154,242,347,7/15/2018,8/9/2015,"[Katara, Zuko]",False
Four Times Sokka Attempted to Bond With Zuko,https://www.fanfiction.net/s/7361282/1/Four-Times-Sokka-Attempted-to-Bond-With-Zuko,Min Daae,T,English,,1,3424,21,241,27,,9/6/2011,"Zuko, Sokka",True
The Third Child of the Fire Nation: Book Two,https://www.fanfiction.net/s/7862814/1/The-Third-Child-of-the-Fire-Nation-Book-Two,PerfectTwo,T,English,Romance/Adventure,16,84157,233,242,242,4/7/2013,2/22/2012,"Sokka, OC",False
Let Me Entertain You,https://www.fanfiction.net/s/11577018/1/Let-Me-Entertain-You,azurecobaltandteal,T,English,Romance/Friendship,6,5738,87,241,329,2/28/2017,10/24/2015,"[Azula, Ty Lee]",False
Shrouded in Darkness,https://www.fanfiction.net/s/3521102/1/Shrouded-in-Darkness,RoMaHazz,K,English,,25,27607,216,241,75,12/2/2007,5/3/2007,Toph,True
A Minute with the Rising Sun,https://www.fanfiction.net/s/3096240/1/A-Minute-with-the-Rising-Sun,Jakia,K+,English,Romance,1,3390,77,241,37,,8/9/2006,"Zuko, Katara",True
Smoke,https://www.fanfiction.net/s/2807488/1/Smoke,Flowerperson,K+,English,Adventure/Drama,30,89290,679,239,262,6/18/2009,2/18/2006,"Katara, Zuko",False
A Silence in Winter,https://www.fanfiction.net/s/6652447/1/A-Silence-in-Winter,AzarDarkstar,K+,English,Drama/Mystery,1,1088,23,240,28,,1/14/2011,"Piandao, Aang",True
The World is Bright,https://www.fanfiction.net/s/11612213/1/The-World-is-Bright,AllyM93,T,English,Adventure/Romance,24,43776,152,240,321,12/12/2018,11/12/2015,"Aang, Zuko, OC",False
A Red Light Turns On,https://www.fanfiction.net/s/7286334/1/A-Red-Light-Turns-On,ladymer,M,English,Romance/Angst,1,16825,103,239,81,12/29/2012,8/14/2011,"Zuko, Katara",True
Maybe You Can Ask Someone Else To Kiss It Better,https://www.fanfiction.net/s/3342497/1/Maybe-You-Can-Ask-Someone-Else-To-Kiss-It-Better,Rebirth of the Phoenix,T,English,Romance/Humor,1,2802,84,239,26,,1/15/2007,"Katara, Zuko",True
Peace of Mind,https://www.fanfiction.net/s/8414761/1/Peace-of-Mind,Aslytheringirl,T,English,Romance/Adventure,52,73505,184,237,204,4/8/2014,8/10/2012,"Zuko, OC",True
Crashing,https://www.fanfiction.net/s/8894994/1/Crashing,zukoshotpants,M,English,,1,4940,28,239,42,,1/10/2013,"Zuko, Katara",True
Proposal,https://www.fanfiction.net/s/6214324/1/Proposal,SCWLC,T,English,Friendship/Angst,1,6083,44,237,46,,8/6/2010,"Zuko, Sokka",True
Curiosity killed the Catowl,https://www.fanfiction.net/s/7399415/1/Curiosity-killed-the-Catowl,PhoenixMageFire,T,English,Family,1,1118,25,237,43,,9/20/2011,"Hakoda, Zuko",True
A Twist of Fate,https://www.fanfiction.net/s/5333719/1/A-Twist-of-Fate,Akatsuki Leader13,T,English,Adventure,11,57117,195,237,227,11/9/2010,8/26/2009,Azula,False
Fire Burns and Ice Freezes,https://www.fanfiction.net/s/12673237/1/Fire-Burns-and-Ice-Freezes,silverfire0,M,English,,60,191846,307,237,198,7/18/2018,10/1/2017,"Aang, Zuko, Katara, OC",True
I Am The Blue Spirit,https://www.fanfiction.net/s/10554030/1/I-Am-The-Blue-Spirit,Goldenbrook15,T,English,Adventure/Suspense,5,14050,65,237,267,4/21/2017,7/21/2014,Zuko,False
Scarred and Accepted,https://www.fanfiction.net/s/10206115/1/Scarred-and-Accepted,theoriginalbookthief07,K+,English,Hurt/Comfort/Friendship,1,2548,22,236,52,,3/21/2014,"Sokka, Zuko",True
Melon Pods: a sticky situation gets hot,https://www.fanfiction.net/s/4375173/1/Melon-Pods-a-sticky-situation-gets-hot,meterbroken,T,English,Romance/Humor,4,8351,80,235,34,7/13/2008,7/6/2008,"Zuko, Katara",True
Crossroads,https://www.fanfiction.net/s/6480371/1/Crossroads,Mercury-Serenity,T,English,Romance/Drama,38,132968,365,236,240,4/22/2015,11/15/2010,"Toph, Zuko",False
Acts of Kindness,https://www.fanfiction.net/s/5802826/1/Acts-of-Kindness,AnnaAza,T,English,Parody/Drama,49,103341,685,235,141,4/26/2011,3/8/2010,"Katara, Zuko",True
Finding My Way Home,https://www.fanfiction.net/s/7336111/1/Finding-My-Way-Home,Em Dixon,M,English,Romance/Family,32,120346,338,235,132,4/19/2012,8/29/2011,"Katara, Zuko",True
Afternoons of Heat,https://www.fanfiction.net/s/6400539/1/Afternoons-of-Heat,Seniya,M,English,Romance,1,4355,23,235,24,,10/15/2010,"Katara, Zuko",True
Avatar: The Wind On The Waves,https://www.fanfiction.net/s/4227938/1/Avatar-The-Wind-On-The-Waves,Kota Magic,M,English,Romance/Spiritual,17,46477,266,234,174,5/5/2010,4/30/2008,"Aang, Katara",False
Small Bump,https://www.fanfiction.net/s/8246170/1/Small-Bump,ForbiddenLove3535,T,English,Family/Romance,29,50789,251,235,199,8/16/2013,6/22/2012,"Zuko, Katara",True
Potatoes JetZuko jetko,https://www.fanfiction.net/s/6866361/1/Potatoes-JetZuko-jetko,vanna6yaoiheaven,M,English,Humor/Romance,14,32835,94,235,106,7/21/2016,4/1/2011,"Zuko, Jet",True
"Sokka's Field Guide, II: So She Choked on the Ring",https://www.fanfiction.net/s/4495058/1/Sokka-s-Field-Guide-II-So-She-Choked-on-the-Ring,Lady Flick,T,English,Romance/Humor,8,16964,203,234,117,8/9/2010,8/23/2008,"Zuko, Katara",True
Kaleidoscope,https://www.fanfiction.net/s/6668680/1/Kaleidoscope,AzarDarkstar,K+,English,Drama/Suspense,1,566,27,234,29,,1/19/2011,"Aang, Zuko",True
Unseen Scars,https://www.fanfiction.net/s/4451935/1/Unseen-Scars,toxic-dreamer-2,K,English,Friendship/Drama,1,2881,44,234,40,,8/6/2008,"Zuko, unknown 9",True
